CountryID,Country Name,WEBNAME,Region,World Rank,Region Rank,2013 Score,Change in Yearly Score,Property Rights,Change in Property Rights,Freedom from Corruption,Change in Freedom from Corruption,Fiscal Freedom ,Change in Fiscal Freedom,Gov't Spending,Change in Gov't Spending,Business Freedom,Change in Business Freedom,Labor Freedom,Change in Labor Freedom,Monetary Freedom,Change in Monetary Freedom,Trade Freedom,Change in Trade Freedom,Investment Freedom ,Change in Investment Freedom,Financial Freedom,Change in Financial Freedom,Tariff Rate (%),Income Tax Rate (%),Corporate Tax Rate (%),Tax Burden % of GDP,Gov't Expenditure % of GDP ,Country,Population (Millions),"GDP (Billions, PPP)",GDP Growth Rate (%),5 Year GDP Growth Rate (%),GDP per Capita (PPP),Unemployment (%),Inflation (%),FDI Inflow (Millions),Public Debt (% of GDP)
41,Croatia,Croatia,Europe,81,35,61.5,1.1,40,0,48,6.9,74.9,5.5,46.5,0.7,55.8,-5.6,42.8,3.4,80,0.8,87.2,-0.2,80,0,60,0,1.4,40,20,22.6,42.2,Croatia,4.3,$77.9 ,-1,-2.5,"$18,191",17.2,2.2,580.1,59.8
42,Cuba,Cuba,South and Central America / Caribbean,177,29,29.6,0.9,10,0,46,4.8,61.8,1.8,0,0,20,0,20,0,64.8,-1,63.8,3.8,0,0,10,0,8.1,50,30,20.5,60.2,Cuba,N/A,N/A,N/A,N/A,N/A,3.2,N/A,N/A,N/A
43,Cyprus,Cyprus,Europe,45,20,67.9,0.3,70,0,63,-1,79.5,-0.2,36.7,0.5,79.5,-0.2,59.6,-10.6,82.7,3.9,88,5.2,70,5,50,0,1,35,12.5,25.9,45.9,Cyprus,0.9,$22.3 ,-6,-1.7,"$25,265",15.7,0.4,533.3,112
44,Czech Republic,CzechRepublic,Europe,24,13,72.5,0.3,75,5,48,2.7,81.5,-0.2,40.6,-3.2,68.2,-1.9,82.9,-1.1,81.2,1.8,88,0.2,80,0,80,0,1,15,19,35.5,44.5,Czech Republic,10.5,$286.0 ,-0.9,-0.5,"$27,200",7,1.4,"4,990.40",47.9
45,Denmark,Denmark,Europe,11,4,76.3,0.2,95,5,91,-2.7,39.6,0.3,1.8,1.3,97.4,-0.7,92.1,0.9,87.6,7.6,88,0.2,90,0,80,-10,1,56,24.5,48,57.2,Denmark,5.6,$211.9 ,0.4,-0.7,"$37,900",7.1,0.8,"2,083.20",45.2
46,Djibouti,Djibouti,Sub-Saharan Africa,112,18,57.5,1.6,25,-5,36,5.1,81.2,0.6,57.1,-5.7,55.4,12.7,66.6,1.5,78.9,1.7,54.8,0,70,5,50,0,17.6,30,25,18.9,37.8,Djibouti,0.9,$2.5 ,5,4.6,"$2,746",N/A,2.5,286,34.8
47,Dominica,Dominica,South and Central America / Caribbean,61,11,66.1,0.9,60,0,58,4.5,73.6,0.7,61.5,-0.2,71.6,-3.4,68.7,-2,89.5,3.7,72.8,0.1,75,5,30,0,8.6,35,30,22.6,35.8,Dominica,0.1,$1.0 ,0.8,0,"$14,283",N/A,-0.4,17.9,75
48,Dominican Republic,DominicanRepublic,South and Central America / Caribbean,86,16,61,-0.3,30,0,29,1.7,84.1,0.4,87.1,-5.2,53.5,-2.6,57.5,2.3,76,0.3,77.8,0,75,0,40,0,6.1,25,28,13.5,20.7,Dominican Republic,10.4,$103.2 ,4.1,4.7,"$9,911",15,4.8,"1,990.50",33.8
49,Ecuador,Ecuador,South and Central America / Caribbean,156,25,49.2,1.2,15,-5,35,9,79.1,-0.7,51,9.2,51.4,-1.4,51.3,-0.7,68.2,2.1,71.4,-0.4,30,0,40,0,4.3,35,22,19.4,40.4,Ecuador,15.8,$159.0 ,4.2,4.2,"$10,080",4.5,2.7,702.8,24.3
50,Egypt,Egypt,Middle East / North Africa,124,12,55.2,2.3,20,0,32,3.4,85.8,0.2,68,-1.6,65.4,2.7,53.6,7.9,67.4,6.9,70,-1.4,50,5,40,0,10,25,25,12.9,32.7,Egypt,84.2,$553.6 ,2.1,3.2,"$6,579",12.7,6.9,"5,553.00",89.2
51,El Salvador,ElSalvador,South and Central America / Caribbean,62,12,65.7,-0.5,35,-5,38,3.7,79.4,-0.2,85.5,-0.3,53.3,-6.3,53.3,-10,82.5,2.5,85.2,6.2,75,5,70,0,2.4,30,30,16,22,El Salvador,6.3,$47.5 ,1.6,0.8,"$7,515",6.3,0.8,140.1,54.9
52,Equatorial Guinea,EquatorialGuinea,Sub-Saharan Africa,173,44,40.4,-4,10,0,19,2.4,75.4,-0.1,31.4,-31.2,37.5,-5.9,33.5,-8,78.3,2.9,53.8,0,35,0,30,0,15.6,35,35,2.4,47.8,Equatorial Guinea,0.8,$17.7 ,-4.9,-1.3,"$23,370",9.1,3.2,"1,914.00",8.8
53,Eritrea,Eritrea,Sub-Saharan Africa,174,45,38.9,0.4,10,0,20,-2.9,57,0,71.8,5.7,18.2,-0.4,65.5,1.9,57.8,0.2,69.2,0.1,0,0,20,0,5.4,30,30,50,30.7,Eritrea,6.3,$4.5 ,1.3,4.6,$707,8.9,12.3,43.9,126
54,Estonia,Estonia,Europe,8,2,76.8,0.9,90,0,68,3.8,80.6,0.2,53.2,-2.8,81.5,3.9,58.7,2.8,77.6,0.7,88,0.2,90,0,80,0,1,21,21,32.5,39.5,Estonia,1.3,$29.8 ,0.8,0.2,"$23,144",8.5,3.5,949.8,11.3
55,Ethiopia,Ethiopia,Sub-Saharan Africa,149,37,51.5,1.5,30,0,33,6,77.4,-0.1,91.4,1.5,55.9,-1.9,56.4,1.7,66.1,7.1,64.4,0.2,20,0,20,0,10.3,35,30,11.6,16.9,Ethiopia,88.9,$121.4 ,9.7,10.1,"$1,366",5.7,8,953,22.2
56,Fiji,Fiji,Asia-Pacific,98,20,59,0.3,25,0,22.3,2.3,81.3,-1,74.6,-1.6,63.2,-1.7,75.2,2.1,78.3,3.1,70.2,0,50,0,50,0,9.9,29,20,25,29.1,Fiji,0.9,$4.5 ,3,1.8,"$5,085",8,2.9,272.1,52.9
57,Finland,Finland,Europe,19,9,73.4,0,90,0,89,-4.4,66.4,1.3,3.6,-5.3,92.6,-1,54.8,8.3,79.9,1,88,0.2,90,0,80,0,1,31.8,20,44.1,56.7,Finland,5.5,$194.2 ,-1.4,-1,"$35,617",8.1,2.2,"-1,064.80",57
58,France,France,Europe,73,33,62.5,-1,80,0,71,1.1,47.5,-0.9,2.5,-3.1,80.2,0.3,43.5,-8.3,77.5,1.4,83,0.2,70,0,70,0,1,45,34.3,45.3,57,France,63.7,"$2,278.0 ",0.3,0.2,"$35,784",10.5,1,"4,875.50",93.9
59,Gabon,Gabon,Sub-Saharan Africa,104,15,58.3,0.5,40,0,34,4.9,77.5,3,74.6,-7.1,57.9,-1,64.3,1.3,78.4,3.3,61,0,55,0,40,0,14.5,35,30,11.2,29.1,Gabon,1.6,$30.4 ,5.9,4.4,"$19,478",19.2,0.5,856,22.9
60,Gambia,Gambia,Sub-Saharan Africa,113,19,57.5,-2,25,-5,28,-3.7,75.4,-3.6,73.4,-6.4,55.7,-1.7,66.7,0.9,70.8,-0.5,65,0,65,0,50,0,12.5,35,32,14.4,29.8,The Gambia,1.9,$3.7 ,6.3,4,"$1,962",8.6,5.2,25.3,82.1
61,Georgia,Georgia,Europe,22,11,73,0.4,40,0,49,6.2,87.2,-0.1,73.8,4.1,88.6,0.8,79.9,-11.3,82.7,4.3,88.6,0,80,0,60,0,0.7,20,15,25.5,29.6,Georgia,4.5,$27.6 ,3.2,3.7,"$6,145",14.3,-0.5,"1,009.70",31.8
62,Germany,Germany,Europe,16,7,73.8,0.4,90,0,78,-2.1,60.8,-0.4,40.1,1.9,88.2,-1.7,51.2,4.8,81.5,0.7,88,0.2,90,0,70,0,1,47.5,15.8,37.6,44.7,Germany,80.8,"$3,232.5 ",0.5,0.7,"$40,007",5.3,1.6,"26,720.80",78.1
63,Ghana,Ghana,Sub-Saharan Africa,71,5,63,-1.2,50,0,46,5.6,84.6,-0.8,70.8,-12.5,62.5,-0.1,56.9,-3.3,69.2,3.4,64.8,0,65,-5,60,0,10.1,25,25,17.1,31.2,Ghana,25.6,$88.5 ,5.5,8,"$3,461",4.5,11.7,"3,226.30",60.1
64,Greece,Greece,Europe,130,40,54,-1.7,40,0,40,6.8,64.2,-1.7,0,-19.2,73.3,-2.5,51.6,-2.3,77.8,1.5,83,0.2,60,0,50,0,1,42,26,33.8,58.5,Greece,11.1,$265.6 ,-3.9,-5.2,"$24,012",27.6,-0.9,"2,566.50",173.8
65,Guatemala,Guatemala,South and Central America / Caribbean,87,17,60.4,-0.8,20,-5,29,0.3,79.6,0,94.1,0.5,54.7,-3.7,50.6,1.3,76.8,0.1,84.6,-0.8,65,0,50,0,2.7,31,31,10.9,14.1,Guatemala,15.5,$81.8 ,3.5,2.8,"$5,282",2.8,4.3,"1,308.90",24.4
66,Guinea,Guinea,Sub-Saharan Africa,144,33,52.1,-1.4,15,-5,24,4.8,68.1,-1.2,79.5,-6.7,51.6,-0.2,74.4,1,66.7,2.6,61.2,0,40,-10,40,0,11.9,40,35,19,26.1,Guinea,11.1,$12.5 ,2.5,2.4,"$1,125",3.1,12,24.8,37.8
67,Guinea-Bissau,GuineaBissau,Sub-Saharan Africa,145,34,52,0.7,20,0,19,-1.2,89.1,0.1,88,1.4,39.6,-0.9,61.7,0.3,77.5,3.1,65.4,4,30,0,30,0,9.8,20,25,8.3,20,Guinea-Bissau,1.6,$1.9 ,0.3,2.1,"$1,206",8.5,0.6,14.5,61
68,Guyana,Guyana,South and Central America / Caribbean,123,22,55.5,-0.2,25,-5,27,2.6,68.7,0.3,70.8,-1,63.8,-0.5,74.5,1.9,78.4,0.3,72,0,45,0,30,0,6.5,33.3,40,20.5,31.2,Guyana,0.8,$6.6 ,4.8,4.5,"$8,250",11.2,3.5,240.3,63.9
69,Haiti,Haiti,South and Central America / Caribbean,151,24,51.3,2.4,10,0,19,2.1,80.3,0,76.2,9.9,43.1,9.8,63.7,-4.8,73.5,-0.1,77.6,7.2,40,0,30,0,3.7,30,30,12.9,28.2,Haiti,10.3,$13.6 ,4.3,2,"$1,315",7.1,6.8,190,21.3
70,Honduras,Honduras,South and Central America / Caribbean,116,19,57.4,0.3,30,0,26,2.3,84.9,0,78.7,-1.1,53.2,-2.2,28,1.5,75.4,0.3,77.6,2.2,60,0,60,0,6.2,25,25,16.1,26.6,Honduras,8.1,$39.2 ,2.6,2.3,"$4,839",4.2,5.2,"1,059.70",40.2
71,Hong Kong SAR,HongKong,Asia-Pacific,1,1,89.6,-0.5,90,0,75,-7.3,93.2,0.2,89.7,0,100,1.1,95.9,0.4,81.8,-0.2,90,0,90,0,90,0,0,15,16.5,13.7,18.5,Hong Kong,7.2,$381.9 ,2.9,2.7,"$52,722",3.3,4.3,"76,632.80",0.5
72,Hungary,Hungary,Europe,54,25,66.8,-0.2,55,-5,54,5.4,78.7,-2.4,25.9,-0.9,74.5,-4.8,67.7,2,79.2,3.6,88,0.2,75,0,70,0,1,16,19,38.9,49.7,Hungary,9.9,$198.2 ,1.1,-1,"$20,065",10.5,1.7,"3,091.10",79.2
73,Iceland,Iceland,Europe,26,14,72,-0.4,90,0,78,-6.2,72,-0.9,32.6,-0.3,90.5,-0.7,62.2,3.1,77,1,88,0.1,70,0,60,0,1,31.8,20,37.2,47.4,Iceland,0.3,$13.2 ,2.9,-0.8,"$41,000",5.6,3.9,347.1,90.2
74,India,India,Asia-Pacific,128,26,54.6,-1.1,55,5,36,4.5,79.4,0,78.3,0.5,43.3,5.6,48.7,-25.3,65.3,-0.2,64.6,-1,35,0,40,0,7.7,30.9,32.4,7.3,26.9,India,1243.3,"$5,069.2 ",4.4,6.9,"$4,077",3.7,9.5,"28,199.40",66.7
75,Indonesia,Indonesia,Asia-Pacific,105,22,58.1,-0.4,30,0,32,4,83.3,-0.1,88.3,-1.5,49.3,-5.5,48.7,0.9,74.9,-1.5,74.8,0,40,0,60,0,2.6,30,25,11.9,19.7,Indonesia,248,"$1,292.8 ",5.8,5.9,"$5,214",6,6.4,"18,444.00",26.1
76,Iran,Iran,Middle East / North Africa,171,15,41.8,1.5,10,0,25,1.6,81.2,0.6,93,7.1,57,-5.3,51.3,9.6,48.7,1.4,41.4,0,0,0,10,0,21.8,35,25,5.9,15.3,Iran,77.1,$945.5 ,-1.7,1,"$12,264",13.2,35.2,"3,049.90",10.6
77,Iraq,Iraq,Middle East / North Africa,N/A,N/A,N/A,N/A,N/A,N/A,16,2.3,N/A,N/A,43.8,3.5,57.7,0.8,74.4,1,73.6,3.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,15,N/A,43.3,Iraq,34.8,$257.0 ,4.2,7.2,"$7,391",16.1,1.9,"2,852.00",31.3
78,Ireland,Ireland,Europe,9,3,76.6,0.4,85,-5,72,-2.8,73.6,-0.4,45.6,15,82.1,-1.3,76.2,-3.3,83.9,2.2,88,0.2,90,0,70,0,1,41,12.5,28.3,42.6,Ireland,4.8,$188.9 ,-0.3,-1.1,"$39,547",13.6,0.5,"35,519.70",122.8
79,Israel,Israel,Middle East / North Africa,33,4,70.5,2.1,75,0,61,1.7,61.9,1.8,47.8,7.5,72.4,-0.8,67.1,4.1,81.6,1,88.6,5.7,80,0,70,0,0.7,48,26.5,28.3,41.7,Israel,7.9,$273.7 ,3.3,3.6,"$34,770",6.7,1.5,"11,803.80",66.7
80,Italy,Italy,Europe,80,34,61.7,0.8,55,5,43,4.5,54.2,-1.3,23.2,-2.4,71.9,-3.6,55.4,2.9,81.2,2.3,88,0.2,85,0,60,0,1,43,27.5,44.4,50.6,Italy,59.7,"$1,807.8 ",-1.9,-1.5,"$30,289",12.2,1.3,"16,507.80",132.5
81,Jamaica,Jamaica,South and Central America / Caribbean,48,9,67.7,1,40,0,38,5,81.5,4.3,73.2,3.8,85.9,1.3,76.5,0.9,71.4,-5.9,75,-0.1,85,0,50,0,7.5,25,25,24.4,29.9,Jamaica,2.8,$25.2 ,0.5,-0.7,"$9,048",15,9.4,567.1,138.9
82,Japan,Japan,Asia-Pacific,20,6,73.3,0.9,80,0,74,-3.8,68.7,-0.5,47.1,0,84.1,4.1,90.2,10.4,86.7,-0.8,82.6,0.2,70,0,50,0,1.2,40.8,25.5,28.6,42,Japan,127.3,"$4,698.8 ",1.5,0.3,"$36,899",4.1,0.4,"2,303.70",243.2
83,Jordan,Jordan,Middle East / North Africa,38,5,69.3,0.1,60,0,45,-0.6,93.7,-0.3,70.7,3.8,59.1,-2.9,74.4,1.5,80.6,-0.7,79.6,0,70,0,60,0,5.2,14,14,15.3,31.2,Jordan,6.5,$40.0 ,3.3,3.2,"$6,115",12.6,5.5,"1,798.50",87.7
84,Kazakhstan,Kazakhstan,Asia-Pacific,69,11,63.3,-0.4,25,-5,26,0.3,93.2,0.3,85,0,73.7,-0.7,87,0.3,74.6,0.2,79,0.8,40,0,50,0,3,10,20,13.5,22.4,Kazakhstan,17.2,$246.9 ,6,5.4,"$14,391",5.2,5.8,"9,738.50",13.5
85,Kenya,Kenya,Sub-Saharan Africa,122,23,55.6,-1.5,30,0,27,6,78,0,72.1,-2.5,47.9,-7.9,63.8,-0.2,72.8,-2.1,64,-8.8,50,0,50,0,10.5,30,30,20.1,30.5,Kenya,44.4,$80.4 ,5.6,4.6,"$1,812",9.2,5.7,514.4,50.5
86,Kiribati,Kiribati,Asia-Pacific,164,39,46.4,0.1,30,0,29.2,0,73,1.6,0,0,56.8,-0.2,83.9,0.3,80.6,-0.7,55.4,0,25,0,30,0,17.3,35,35,15.7,109.2,Kiribati,0.1,$0.7 ,2.9,1.5,"$6,391",N/A,2,9,N/A
87,"Korea, North ",NorthKorea,Asia-Pacific,178,42,1.3,0.3,5,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,25,100,100,"Korea, North",N/A,N/A,N/A,N/A,N/A,4.6,N/A,227,N/A
88,"Korea, South",SouthKorea,Asia-Pacific,29,7,71.5,0.3,75,5,55,1,72.5,-0.1,67.9,-4.7,89.7,-3.1,51.1,3.3,81.6,2,72.6,0,70,0,80,0,8.7,38,24.2,26.8,32.7,"Korea, South",50.2,"$1,666.8 ",2.8,3,"$33,189",3.2,1.3,"12,220.70",36.7
89,Kuwait,Kuwait,Middle East / North Africa,74,7,62.5,0.2,45,-5,43,-0.7,97.7,0,61.1,5.5,58.6,0.9,64.2,0.6,74,0.8,76.2,-0.5,55,0,50,0,4.4,0,15,0.7,36,Kuwait,3.9,$154.5 ,0.8,0.6,"$39,706",3.1,2.7,"2,329.00",5.3
90,Kyrgyz Republic,KyrgyzRepublic,Asia-Pacific,82,15,61.3,0.2,20,0,24,4.8,93.6,-1,53.2,-7,73.7,-0.5,85,1.2,73.8,0.1,80.2,5,60,0,50,0,2.4,10,10,21,39.5,Kyrgyz Republic,5.6,$14.7 ,10.5,3.5,"$2,611",7.9,6.6,757.6,47.7
91,Lao P.D.R.,Laos,Asia-Pacific,150,33,51.4,0.2,15,0,26,7.4,86.2,-0.4,86.8,0.1,59.5,-1.2,57.1,2.2,74.5,-1,58.6,0,30,-5,20,0,13.2,24,24,15,21,Laos,6.8,$20.8 ,8.2,7.9,"$3,068",1.4,6.4,296,62
92,Latvia,Latvia,Europe,37,17,69.7,1,50,0,53,9.4,84.4,-0.2,59.2,4.3,82.1,-0.4,61.5,-7,83.8,4.1,88,0.2,85,0,50,0,1,24,15,27.6,36.9,Latvia,2,$38.9 ,4.1,-1.3,"$19,120",10.9,0,808.3,32.1
93,Lebanon,Lebanon,Middle East / North Africa,94,10,59.3,-0.1,20,0,28,3.5,91.3,0.4,70.6,-3.1,54.7,-0.9,60.7,2,72,-2.5,75.8,0,60,0,60,0,7.1,20,15,15.7,31.3,Lebanon,4.5,$66.3 ,1,4.5,"$14,845",6.6,3.2,"2,832.70",139.7
94,Lesotho,Lesotho,Sub-Saharan Africa,155,38,49.6,0.1,35,-5,49,11.9,68.5,1.1,0,0,54.7,0.7,63.9,1.5,75.2,-0.3,64.6,-4,45,-5,40,0,12.7,35,25,36.1,61.1,Lesotho,1.9,$4.3 ,5.8,5.2,"$2,255",27,5.3,44.1,39.6
95,Liberia,Liberia,Sub-Saharan Africa,141,31,52.7,0.3,25,-5,38,4.2,83,-0.6,69.9,-0.6,60.1,-2.2,43.9,-3.1,72.7,-0.2,74.4,10.3,40,0,20,0,5.3,25,25,21.1,31.7,Liberia,4.1,$2.9 ,8,7,$703,3.8,7.6,"1,061.30",29.5
96,Libya,Libya,Middle East / North Africa,N/A,N/A,N/A,N/A,10,0,15,-3.3,95,0,37.5,37.5,46.8,-3.3,66.7,-11.2,71.4,4.5,80,N/A,5,0,20,0,0,10,20,0.7,45.7,Libya,6.1,$70.4 ,-9.4,-6,"$11,498",9,2.6,702,0
97,Liechtenstein,Liechtenstein,Europe,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,90,0,85,0,80,0,0,7,12.5,N/A,N/A,Liechtenstein,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
98,Lithuania,Lithuania,Europe,15,6,74.7,1.7,60,0,57,7.1,92.9,0,61.3,5.4,84.9,-0.8,62,3,81.2,2.6,88,0.2,80,0,80,0,1,15,15,16,35.9,Lithuania,3,$67.6 ,3.3,-0.4,"$22,747",12.1,1.2,531.1,39.3
99,Luxembourg,Luxembourg,Europe,21,10,73.2,-1,90,0,80,-4.1,62.3,-0.5,42.2,-5.4,71.3,-1.3,42.1,-1,80.7,1.8,88,0.2,95,0,80,0,1,43.6,21,37.8,43.9,Luxembourg,0.5,$42.6 ,2,0.2,"$78,670",5.7,1.7,"30,075.40",22.9
100,Macau,Macau,Asia-Pacific,34,9,70.3,-1,60,0,49.7,0,71.8,0.4,91.8,0.1,60,0,50,-5,74.9,-4.9,90,0,85,0,70,0,0,12,39,34,16.5,Macau,N/A,N/A,N/A,N/A,N/A,1.8,N/A,"2,331.30",N/A
101,Macedonia,Macedonia,Europe,53,24,67.1,-1.5,35,0,44,4.4,91.4,0,65.6,-5.1,79.2,-1.8,70.7,-8.1,79,-4.5,86.2,0.3,60,0,60,0,1.9,10,10,25.6,33.8,Macedonia,2.1,$22.6 ,3.1,1.5,"$10,904",29.7,2.8,333.9,35.8
102,Madagascar,Madagascar,Sub-Saharan Africa,79,7,61.7,0,45,5,28,0.7,90.9,0.1,94.7,2.4,62.3,-0.5,45.1,1.2,79.2,1.6,71.8,-6,50,-5,50,0,9.1,20,20,10.3,13.3,Madagascar,23,$22.3 ,2.4,0.6,$970,3.8,5.8,837.5,N/A
103,Malawi,Malawi,Sub-Saharan Africa,126,25,54.8,-0.6,40,-5,37,5.1,78.5,0.5,49,-14,49.1,10.2,63.1,2.8,53.8,-10.3,72.2,-0.5,55,5,50,0,6.4,30,30,18.8,41.2,Malawi,17.1,$15.0 ,5,5.3,$879,7.6,27.7,118.4,68.9
104,Malaysia,Malaysia,Asia-Pacific,31,8,70.8,1.2,55,0,50,5.7,84.4,-0.2,74,-1.6,93.5,7.9,75.7,-2.8,80.8,-0.2,80,3.6,55,0,60,0,5,26,25,16.1,29.5,Malaysia,29.6,$525.7 ,4.7,4.2,"$17,748",3.2,2.1,"12,305.70",58.2
105,Maldives,Maldives,Asia-Pacific,134,28,53.4,2.4,25,5,21.9,0,95.5,-1.9,50.6,6.8,85.8,-1.6,73.4,1.7,74.1,4.7,47.8,4,30,5,30,0,21.1,0,0,21.2,40.6,Maldives,0.3,$3.1 ,3.7,2.8,"$9,173",11.7,4,325.3,80.7
106,Mali,Mali,Sub-Saharan Africa,119,21,56.4,0.9,25,5,28,0.3,69.6,-0.2,89.2,7.5,47.2,-0.8,50.7,-12.5,81.1,4.4,73.2,0,60,5,40,0,8.4,40,35,14.5,19,Mali,16.9,$18.6 ,1.7,2.9,"$1,103",8.5,-0.6,410.3,31.5
107,Malta,Malta,Europe,58,28,66.5,0.1,75,0,56,0.2,63.1,-0.6,44.4,-2.8,61,-1.4,55.6,2.4,81.8,2.7,88,0.2,80,0,60,0,1,35,35,35.2,43.1,Malta,0.4,$11.6 ,2.4,1.1,"$27,840",6.5,1,"-2,099.80",71.7
108,Mauritania,Mauritania,Sub-Saharan Africa,135,28,53.3,0.1,25,0,30,6.1,80.2,-1.5,59.8,-16,50.5,12.5,52.1,-1,76.6,1.1,69,0,50,0,40,0,8,30,25,21.3,36.6,Mauritania,3.7,$8.2 ,6.7,4.1,"$2,218",30.9,4.1,"1,154.10",87.7
109,Mauritius,Mauritius,Sub-Saharan Africa,10,1,76.4,-0.1,65,0,52,-1.4,91.9,-0.3,87.4,5.6,78,3.6,68.2,-9.8,77.6,0.9,88.4,-0.2,85,0,70,0,0.8,15,15,18.9,20.5,Mauritius,1.3,$20.9 ,3.1,3.5,"$16,056",8.1,3.5,258.6,53.8
110,Mexico,Mexico,North America,59,3,66.4,-0.4,50,0,34,4.3,77.8,-1.1,78,-0.9,71.5,-5.3,59.9,1.6,77.6,0.2,85.6,0,70,0,60,0,2.2,35,30,10,27.1,Mexico,118.4,"$1,842.6 ",1.1,1.8,"$15,563",5,3.8,"38,285.70",46.5
111,Micronesia,Micronesia,Asia-Pacific,154,35,49.6,-0.2,30,0,30,0,93.2,-4.3,0,0,51,-0.7,79.1,1.2,76.9,1.7,81,0,25,0,30,0,4.5,10,21,11.6,65.2,Micronesia,0.1,$0.8 ,0.6,1.3,"$7,288",N/A,4,0.8,26.283
112,Moldova,Moldova,Europe,111,39,57.5,0.2,40,0,35,5.5,85.1,-0.7,51.8,-2.6,66.8,-3.3,40.6,2.7,76.1,1.1,79.8,-0.3,50,0,50,0,2.6,18,12,32,40.1,Moldova,3.6,$13.3 ,8.9,3,"$3,736",5.9,4.6,231.3,24.4
113,Mongolia,Mongolia,Asia-Pacific,96,19,59.2,0.3,30,0,38,9.8,83.9,2.1,35.6,-3.5,68.2,-3.6,82.7,1.6,69.2,-3.2,74.8,0.1,50,0,60,0,5.1,10,25,29.8,46.3,Mongolia,2.9,$17.1 ,11.7,9.2,"$5,885",4.9,9.6,"2,046.80",N/A
114,Montenegro,Montenegro,Europe,66,31,64.7,1.1,40,0,44,6.2,92.6,0.1,36.7,-5.9,77.1,-0.5,77.5,8.9,79.7,1.1,84.8,1.7,65,0,50,0,2.6,9,9,24,45.9,Montenegro,0.6,$7.4 ,3.4,0.1,"$11,913",19.7,2.2,447.4,56.8
115,Morocco,Morocco,Middle East / North Africa,89,9,60.1,1.8,40,0,37,3.7,70.9,-0.4,61,-3.1,68.8,-7.4,33.4,1.9,81.9,3.8,78.2,19.4,70,0,60,0,3.4,38,30,23.7,36.1,Morocco,32.9,$179.2 ,4.5,4.1,"$5,456",9.2,1.9,"3,358.40",61.9
116,Mozambique,Mozambique,Sub-Saharan Africa,125,24,54.8,-0.2,30,0,30,3.8,75.2,-0.5,66.5,1.9,60.9,-4.3,37.9,1.2,82,1.2,75.4,-0.1,40,-5,50,0,4.8,32,32,20.8,33.4,Mozambique,25.9,$28.2 ,7.1,7,"$1,090",8.5,4.2,"5,935.10",43.3
117,Namibia,Namibia,Sub-Saharan Africa,93,10,59.6,0.2,30,0,48,3.8,66.7,-0.2,56,-2.8,64.3,-0.1,90.9,9,74.3,-0.7,71.2,-11.7,55,5,40,0,6.9,37,34,28.4,38.3,Namibia,2.2,$17.8 ,4.3,4,"$8,191",17.7,6.2,699.1,26.6
118,Nepal,Nepal,Asia-Pacific,152,34,51.3,1.2,30,0,31,9.7,85.6,-0.3,88.9,-0.7,65.7,7.2,44.3,0.5,70.5,-5.8,61.8,0.8,5,0,30,0,11.6,25,25,13.9,19.2,Nepal,27.9,$42.1 ,3.6,4.3,"$1,508",2.7,9.9,73.6,31
119,Netherlands,Netherlands,Europe,17,8,73.7,-0.5,90,0,83,-5,51.8,0.1,23.8,-1.8,84.3,-5.4,66.3,6.7,79.8,-0.1,88,0.2,90,0,80,0,1,52,25,38.6,50.4,Netherlands,16.8,$700.5 ,-0.8,-0.7,"$41,711",6.7,2.6,"24,388.90",74.9
120,New Zealand,NewZealand,Asia-Pacific,3,3,82.1,0.9,95,0,91,-3,70.4,-0.8,43,10.7,95.5,-0.6,91.4,1.2,87.6,1.3,86.8,0,80,0,80,0,1.6,33,28,32.9,43.6,New Zealand,4.5,$136.6 ,2.4,1.5,"$30,493",6.4,1.1,986.5,35.9
121,Nicaragua,Nicaragua,South and Central America / Caribbean,108,18,57.6,-0.8,10,-5,28,3.9,78.4,-0.2,76.6,-3.4,58,5.4,56.7,-3.6,67.8,-5,85.4,0,65,0,50,0,2.3,30,30,18.9,28,Nicaragua,6.1,$27.9 ,4.2,3.2,"$4,554",7.2,7.4,848.7,42.4
122,Niger,Niger,Sub-Saharan Africa,127,26,54.6,-0.5,30,0,34,8,76.6,-0.2,83.6,-4.8,39.2,4,40.9,-4.5,81.3,-7,65.6,0,55,0,40,0,9.7,35,30,14.5,23.4,Niger,16.6,$13.8 ,3.6,4.8,$829,5,2.3,631.4,33.8
123,Nigeria,Nigeria,Sub-Saharan Africa,120,22,55.6,1.3,30,0,25,2.3,85.2,0.2,76.1,1.6,48.3,0.3,77.7,11.3,70.4,-2.7,63.8,0,40,0,40,0,10.6,24,30,3,28.2,Nigeria,169.3,$479.3 ,6.3,7,"$2,831",7.5,8.5,"5,609.00",19.4
124,Norway,Norway,Europe,27,15,71.8,0.9,90,0,86,-2.1,52.1,1.5,43.8,1.6,92.1,1.2,48.2,3.6,81.7,3,89.4,0.3,75,0,60,0,0.3,47.8,27,42.2,43.3,Norway,5.1,$280.0 ,0.8,0.8,"$54,947",3.5,2.1,"9,329.70",29.5
